行业,代码,公司,最终状态,首个定量淘汰原因,定性结论,PE_TTM,最新ROE_pct,近3期ROE中位数_pct,ROE除以PE,最新毛利率_pct,近3期毛利率中位数_pct,最新资产负债率_pct,最新ROIC_pct,近3期ROIC中位数_pct,本地资料
信息技术,02018,瑞声科技,定量淘汰,最新ROE<15%,未进入定性复核,16.52,10.7,8.1,0.65,22.1,22.1,49.1,6.4,5.1,stocks/信息技术/HK_瑞声科技(02018).md
信息技术,02026,小马智行-W,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-21.35,-10.3,-18,0.48,15.7,15.7,5.7,-13.7,-33.1,stocks/信息技术/HK_小马智行-W(02026).md
信息技术,02038,富智康集团,定量淘汰,最新ROE<15%,未进入定性复核,34.97,3.5,-1.3,0.10,3.1,2.4,59.3,2.3,-0.9,stocks/信息技术/HK_富智康集团(02038).md
信息技术,02382,舜宇光学科技,定量淘汰,近3期ROE中位数<15%,未进入定性复核,12.39,17.2,11.4,1.39,19.7,18.3,49.7,10,6.6,stocks/信息技术/HK_舜宇光学科技(02382).md
信息技术,02431,佑驾创新,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-6.81,-35.5,-31.2,5.21,18.6,16,44.2,-36.4,-27.6,stocks/信息技术/HK_佑驾创新(02431).md
信息技术,02476,胜宏科技,定量淘汰,近3期ROE中位数<15%,未进入定性复核,44.65,33.8,13.9,0.76,35.2,22.7,52.9,17.1,6.6,stocks/信息技术/HK_胜宏科技(02476).md
信息技术,02477,经纬天地,定量淘汰,最新ROE<15%,未进入定性复核,54.52,7.4,14.1,0.14,,,35,6.2,10.6,stocks/信息技术/HK_经纬天地(02477).md
信息技术,02498,速腾聚创,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-87,-4.3,16,0.05,26.5,17.2,27.7,-7.1,-35.5,stocks/信息技术/HK_速腾聚创(02498).md
信息技术,02513,智谱,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-106.16,78,119.7,-0.73,41,56.3,267.1,-203.8,-159.1,stocks/信息技术/HK_智谱(02513).md
信息技术,02533,黑芝麻智能,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-5.2,-126.5,-6.3,24.33,41,41,56.2,-137.7,-137.7,stocks/信息技术/HK_黑芝麻智能(02533).md
信息技术,02556,迈富时,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,112.51,7.1,19.5,0.06,42,53,63.5,3.5,-8.5,stocks/信息技术/HK_迈富时(02556).md
信息技术,02562,狮腾控股,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-2.4,-187.6,-187.6,78.17,24.8,27.8,45.1,-69.8,-49.5,stocks/信息技术/HK_狮腾控股(02562).md
信息技术,02577,英诺赛科,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-47.04,-23.4,-42.4,0.50,7.3,-19.5,40.4,-16.7,-23.8,stocks/信息技术/HK_英诺赛科(02577).md
信息技术,02586,多点数智,定量淘汰,ROE/PE<1,未进入定性复核,32.64,18.3,18.3,0.56,38.2,40.1,44.9,16.7,-82.5,stocks/信息技术/HK_多点数智(02586).md
信息技术,02631,天岳先进,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-107.46,-3.3,-0.9,0.03,9.7,14.6,25.1,-3.3,-0.8,stocks/信息技术/HK_天岳先进(02631).md
信息技术,02635,诺比侃,定量淘汰,最新ROE<15%,未进入定性复核,31.52,14.2,22.2,0.45,53.4,58.1,30.3,14.8,20.6,stocks/信息技术/HK_诺比侃(02635).md
信息技术,02665,图达通,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-1.24,70.8,51.5,-57.10,7.9,-8.7,82.9,-224.8,-224.8,stocks/信息技术/HK_图达通(02665).md
信息技术,02676,纳芯微,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-111.01,-3.4,-4.8,0.03,32,32,21.3,-3.3,-5.6,stocks/信息技术/HK_纳芯微(02676).md
信息技术,02687,卓越睿新,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,70.28,17.1,23.5,0.24,65.5,61.9,24.3,17.3,19.3,stocks/信息技术/HK_卓越睿新(02687).md
信息技术,02701,国民技术,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-52.36,-12.1,-21.8,0.23,18.3,15.6,73.8,-3.5,-7.5,stocks/信息技术/HK_国民技术(02701).md
信息技术,02706,海致科技集团,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-58.94,14.7,14.7,-0.25,43.3,36.3,255.1,-43.2,-43.2,stocks/信息技术/HK_海致科技集团(02706).md
信息技术,02718,明略科技-W,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-2.41,316.9,-0.1,-131.49,55.4,51.6,28.6,-330.1,0.2,stocks/信息技术/HK_明略科技-W(02718).md
信息技术,02865,钧达股份,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-3.56,-37.5,-13.8,10.53,-6.8,-0.9,77.7,-10.4,-4.1,stocks/信息技术/HK_钧达股份(02865).md
信息技术,02889,博泰车联,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-18.26,-59.1,-50.5,3.24,12.4,12.4,63.1,-28.3,-19.2,stocks/信息技术/HK_博泰车联(02889).md
信息技术,02983,禾赛-W,定量淘汰,最新ROE<15%,未进入定性复核,35.53,6.8,-2.6,0.19,41.8,41.8,20.4,6.8,-2.8,stocks/信息技术/HK_禾赛-W(02983).md
信息技术,03200,大族数控,定量淘汰,最新ROE<15%,未进入定性复核,51.54,14.7,6.1,0.29,34.1,29.2,42.7,11.4,6.2,stocks/信息技术/HK_大族数控(03200).md
信息技术,03268,美格智能,定量淘汰,最新ROE<15%,未进入定性复核,37.23,8.7,8.7,0.23,13.6,16.5,42.6,5.6,5.6,stocks/信息技术/HK_美格智能(03268).md
信息技术,03296,华勤技术,定量淘汰,ROE/PE<1,未进入定性复核,24.67,16.9,16.3,0.69,7.7,9,72.6,5.5,5.6,stocks/信息技术/HK_华勤技术(03296).md
信息技术,03317,迅策,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-408.75,-4.8,-4.8,0.01,61.7,76.7,23.7,-5.5,-5.5,stocks/信息技术/HK_迅策(03317).md
信息技术,03393,威胜控股,定量淘汰,近3期ROE中位数<15%,未进入定性复核,17.6,18.1,13.3,1.03,35.7,35.6,52.7,9,6.8,stocks/信息技术/HK_威胜控股(03393).md
信息技术,03881,希迪智驾,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-7.43,-332.6,35,44.76,21.4,21.4,42,-80.6,-62.5,stocks/信息技术/HK_希迪智驾(03881).md
信息技术,03888,金山软件,定量淘汰,最新ROE<15%,未进入定性复核,10.72,8.3,7.1,0.77,81.2,82.4,17.5,21.2,17.1,stocks/信息技术/HK_金山软件(03888).md
信息技术,03896,金山云,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-21.45,-12.9,-27.7,0.60,15.7,15.7,65.2,-5.3,-14.5,stocks/信息技术/HK_金山云(03896).md
信息技术,03986,兆易创新,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,136.76,9.3,7,0.07,39.1,35.7,10.2,15,11.5,stocks/信息技术/HK_兆易创新(03986).md
信息技术,06082,壁仞科技,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-5.82,105.5,33.9,-18.13,53.8,53.8,502.9,-567.4,-85.7,stocks/信息技术/HK_壁仞科技(06082).md
信息技术,06088,鸿腾精密,定量淘汰,最新ROE<15%,未进入定性复核,33.86,6.1,6.1,0.18,18.9,19.2,54.7,3.5,3.5,stocks/信息技术/HK_鸿腾精密(06088).md
信息技术,06166,剑桥科技,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,84.21,5.4,5.4,0.06,22.3,21.5,36.5,4.6,3.8,stocks/信息技术/HK_剑桥科技(06166).md
信息技术,06613,蓝思科技,定量淘汰,最新ROE<15%,未进入定性复核,29.81,7.8,7.6,0.26,14.9,14.9,34.7,5.6,5.3,stocks/信息技术/HK_蓝思科技(06613).md
信息技术,06651,五一视界,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-131.36,-37.6,-37.6,0.29,30,51.1,44.7,-36.1,-22.7,stocks/信息技术/HK_五一视界(06651).md
信息技术,06682,第四范式,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-547.45,-0.4,-5.2,0.00,34.8,42.7,19.3,-0.4,-5,stocks/信息技术/HK_第四范式(06682).md
信息技术,06687,聚水潭,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-2.91,137,18.8,-47.08,73.6,68.5,71.1,-142.6,-51.6,stocks/信息技术/HK_聚水潭(06687).md
信息技术,06809,澜起科技,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,147.05,18.4,13.1,0.13,62.2,58.9,6.4,41.2,26.8,stocks/信息技术/HK_澜起科技(06809).md
信息技术,06869,长飞光纤光缆,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,86.99,6.4,6.4,0.07,30.7,27.3,51.1,3.2,3.2,stocks/信息技术/HK_长飞光纤光缆(06869).md
信息技术,09611,龙旗科技,定量淘汰,最新ROE<15%,未进入定性复核,22.82,10.2,10.6,0.45,8.5,8.5,77.7,2.8,2.8,stocks/信息技术/HK_龙旗科技(09611).md
信息技术,09660,地平线机器人-W,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-5.7,-85.3,-36.8,14.96,64.5,70.5,58.7,-141.5,-141.5,stocks/信息技术/HK_地平线机器人-W(09660).md
信息技术,09678,云知声,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-14.47,32,18,-2.21,36.1,38.8,55.6,-30.5,-53.7,stocks/信息技术/HK_云知声(09678).md
信息技术,09903,天数智芯,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-155.4,-66,-99.9,0.42,54,49.5,39.8,-53.1,-66.1,stocks/信息技术/HK_天数智芯(09903).md
医疗保健,00013,和黄医药,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,4.37,45.7,15,10.46,38.7,44.6,28.6,32.9,12,stocks/医疗保健/HK_和黄医药(00013).md
医疗保健,00241,阿里健康,定量淘汰,最新ROE<15%,未进入定性复核,24.93,11.3,9.3,0.45,24,24,22.7,14.6,12.2,stocks/医疗保健/HK_阿里健康(00241).md
医疗保健,00460,四环医药,定量淘汰,最新ROE<15%,未进入定性复核,41.28,3.5,-1.2,0.08,68.8,68.8,40.7,2.7,-0.7,stocks/医疗保健/HK_四环医药(00460).md
医疗保健,00512,远大医药,定量淘汰,最新ROE<15%,未进入定性复核,15.16,7.4,12.8,0.49,55.2,57.9,36.8,5,9,stocks/医疗保健/HK_远大医药(00512).md
医疗保健,00570,中国中药,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-18.75,-1.6,0.3,0.09,48.1,48.1,28.8,-1.3,0.2,stocks/医疗保健/HK_中国中药(00570).md
医疗保健,00719,山东新华制药股份,定量淘汰,最新ROE<15%,未进入定性复核,14.69,5.7,9.8,0.39,18.8,24.1,40.6,3.8,6.4,stocks/医疗保健/HK_山东新华制药股份(00719).md
医疗保健,00853,微创医疗,定量淘汰,最新ROE<15%,未进入定性复核,35.7,6.1,-31.4,0.17,57.4,56,59.4,2,-9.2,stocks/医疗保健/HK_微创医疗(00853).md
医疗保健,00867,康哲药业,定量淘汰,最新ROE<15%,未进入定性复核,18.27,8.8,10.2,0.48,71.5,72.6,8.6,9.7,11.7,stocks/医疗保健/HK_康哲药业(00867).md
医疗保健,00874,白云山,定量淘汰,最新ROE<15%,未进入定性复核,7.73,8.1,8.1,1.05,16.2,16.7,52.6,4.6,4.8,stocks/医疗保健/HK_白云山(00874).md
医疗保健,01066,威高股份,定量淘汰,最新ROE<15%,未进入定性复核,8.41,6.7,8.9,0.80,47.6,50.2,28.4,6.3,8.1,stocks/医疗保健/HK_威高股份(01066).md
医疗保健,01093,石药集团,定量淘汰,最新ROE<15%,未进入定性复核,25.93,11.9,13.2,0.46,65.6,70,26,10.9,13.1,stocks/医疗保健/HK_石药集团(01093).md
医疗保健,01099,国药控股,定量淘汰,最新ROE<15%,未进入定性复核,6.55,8.8,9.2,1.34,7.2,7.6,65.6,2.5,2.5,stocks/医疗保健/HK_国药控股(01099).md
医疗保健,01177,中国生物制药,定量淘汰,最新ROE<15%,未进入定性复核,37.95,7.5,7.7,0.20,82.1,81.5,44.6,4.8,5.2,stocks/医疗保健/HK_中国生物制药(01177).md
医疗保健,01187,可孚医疗,定量淘汰,最新ROE<15%,未进入定性复核,19.21,7.7,6.4,0.40,51.7,50.6,26,7.1,6.2,stocks/医疗保健/HK_可孚医疗(01187).md
医疗保健,01276,恒瑞医药,定量淘汰,最新ROE<15%,未进入定性复核,41.5,14.4,14.4,0.35,86.2,86.2,11.6,29,26.8,stocks/医疗保健/HK_恒瑞医药(01276).md
医疗保健,01302,先健科技,定量淘汰,最新ROE<15%,未进入定性复核,38.49,4.2,6.5,0.11,74.4,75.3,30.7,3.5,5.8,stocks/医疗保健/HK_先健科技(01302).md
医疗保健,01349,复旦张江,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-14.59,-7.1,1.7,0.49,89.9,91.4,11.5,-11.4,2.5,stocks/医疗保健/HK_复旦张江(01349).md
医疗保健,01513,丽珠医药,定量淘汰,最新ROE<15%,未进入定性复核,10.35,14.6,14.6,1.41,65.9,65.5,35.2,15.8,15.8,stocks/医疗保健/HK_丽珠医药(01513).md
医疗保健,01530,三生制药,定量淘汰,近3期ROE中位数<15%,未进入定性复核,4.61,39.8,14.2,8.63,92.4,86,16,46.7,11.1,stocks/医疗保健/HK_三生制药(01530).md
医疗保健,01548,金斯瑞生物科技,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-8.07,-12.9,-8,1.60,57.7,48.8,18.3,-11.3,-10.3,stocks/医疗保健/HK_金斯瑞生物科技(01548).md
医疗保健,01681,康臣药业,定性淘汰,,中成药、对比剂等多产品线涉及临床、监管和疗效判断，产品复杂度超出口径。,9.42,25,23.6,2.65,78,75.6,24.5,44,49.2,stocks/医疗保健/HK_康臣药业(01681).md
医疗保健,01789,爱康医疗,定量淘汰,最新ROE<15%,未进入定性复核,16.7,12.2,10.9,0.73,60.5,60.5,20.5,11.4,9.8,stocks/医疗保健/HK_爱康医疗(01789).md
医疗保健,01801,信达生物,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,179.84,5,-0.7,0.03,86.5,84,48.2,4.8,-0.8,stocks/医疗保健/HK_信达生物(01801).md
医疗保健,01833,平安好医生,定量淘汰,最新ROE<15%,未进入定性复核,33.15,5.6,1,0.17,32.4,32.3,25.1,3.2,0.7,stocks/医疗保健/HK_平安好医生(01833).md
医疗保健,01858,春立医疗,定量淘汰,最新ROE<15%,未进入定性复核,10.69,9.4,9.4,0.88,66,66.6,18.4,11.9,11.5,stocks/医疗保健/HK_春立医疗(01858).md
医疗保健,01877,君实生物,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-28.34,-14.1,-19.7,0.50,79.1,74.4,51,-9.3,-16.4,stocks/医疗保健/HK_君实生物(01877).md
医疗保健,01951,锦欣生殖,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-5.63,-10.1,2.8,1.79,33.5,39.1,34.1,-7.1,2,stocks/医疗保健/HK_锦欣生殖(01951).md
医疗保健,01952,云顶新耀,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-27.65,-6.4,-15.9,0.23,69.3,72.7,22.4,-8,-20.1,stocks/医疗保健/HK_云顶新耀(01952).md
医疗保健,02005,石四药集团,定量淘汰,最新ROE<15%,未进入定性复核,14.99,6.5,15,0.43,41.6,50.4,40.5,4.3,10.1,stocks/医疗保健/HK_石四药集团(02005).md
医疗保健,02096,先声药业,定量淘汰,近3期ROE中位数<15%,未进入定性复核,22.85,16.2,10.3,0.71,81.6,80.2,36.1,13,8.4,stocks/医疗保健/HK_先声药业(02096).md
医疗保健,02157,乐普生物-B,定量淘汰,近3期ROE中位数<15%,未进入定性复核,29.99,25,-2.5,0.83,90.4,87.5,56,12.5,-1.2,stocks/医疗保健/HK_乐普生物-B(02157).md
医疗保健,02158,医渡科技,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,59.82,1.9,-3,0.03,36.4,36.4,14.2,4.1,-8.6,stocks/医疗保健/HK_医渡科技(02158).md
医疗保健,02162,康诺亚-B,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-43.47,-19.9,-18.9,0.46,87.7,89.6,34.2,-24.7,-30.9,stocks/医疗保健/HK_康诺亚-B(02162).md
医疗保健,02171,科济药业-B,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-80.4,-10.6,-35,0.13,63.6,50.5,39.7,-53.4,-165.8,stocks/医疗保健/HK_科济药业-B(02171).md
医疗保健,02172,微创脑科学,定量淘汰,最新ROE<15%,未进入定性复核,24.46,10.5,10.5,0.43,73.5,73.5,14.9,12.6,13.4,stocks/医疗保健/HK_微创脑科学(02172).md
医疗保健,02186,绿叶制药,定量淘汰,最新ROE<15%,未进入定性复核,12.36,4.1,4.1,0.33,66,66.7,44.1,2.6,2.6,stocks/医疗保健/HK_绿叶制药(02186).md
医疗保健,02192,医脉通,定量淘汰,最新ROE<15%,未进入定性复核,15.12,6.9,6.7,0.46,60,60,4.5,17.9,37.2,stocks/医疗保健/HK_医脉通(02192).md
医疗保健,02196,复星医药,定量淘汰,最新ROE<15%,未进入定性复核,11.08,7,6,0.63,49.9,47.8,48.5,3.6,3.1,stocks/医疗保健/HK_复星医药(02196).md
医疗保健,02228,晶泰控股,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,222.07,1.9,30.4,0.01,69.7,46.3,7.7,2.8,-60.3,stocks/医疗保健/HK_晶泰控股(02228).md
医疗保健,02252,微创机器人-B,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-81.04,-72.5,-104.5,0.89,48.4,33.5,70,-35.8,-79.1,stocks/医疗保健/HK_微创机器人-B(02252).md
医疗保健,02268,药明合联,定量淘汰,ROE/PE<1,未进入定性复核,42.65,17.1,17.1,0.40,36,30.6,25.7,22.4,22.4,stocks/医疗保健/HK_药明合联(02268).md
医疗保健,02269,药明生物,定量淘汰,最新ROE<15%,未进入定性复核,29.71,11,9,0.37,46,41,16.7,11.4,8,stocks/医疗保健/HK_药明生物(02269).md
医疗保健,02273,固生堂,定量淘汰,近3期ROE中位数<15%,未进入定性复核,16.6,15.5,13.1,0.93,31.2,30.1,45.3,12.9,13.4,stocks/医疗保健/HK_固生堂(02273).md
医疗保健,02276,康耐特光学,定量淘汰,近3期毛利率中位数<40%,未进入定性复核,23.72,25.8,25.8,1.09,42,38.6,22.6,23.2,23.2,stocks/医疗保健/HK_康耐特光学(02276).md
医疗保健,02291,心泰医疗,定量淘汰,最新ROE<15%,未进入定性复核,16.8,11.9,11.9,0.71,84.7,88.6,3,25.2,25.2,stocks/医疗保健/HK_心泰医疗(02291).md
医疗保健,02315,百奥赛图-B,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,69.62,11.5,4.1,0.17,75.8,75.8,41.5,8.4,1.7,stocks/医疗保健/HK_百奥赛图-B(02315).md
医疗保健,02359,药明康德,定性淘汰,,一体化新药研发与生产服务专业复杂，且实验室/产能投入较重。,20.49,27.7,21,1.35,47,40.8,22.2,29.8,18.5,stocks/医疗保健/HK_药明康德(02359).md
医疗保健,02410,同源康医药-B,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-9.16,-79.3,55,8.66,,13.1,63.2,-69.4,-90.6,stocks/医疗保健/HK_同源康医药-B(02410).md
医疗保健,02493,迈威生物-B,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-10.05,-101.1,-50.3,10.06,90.5,90.5,88.3,-32.6,-35.3,stocks/医疗保健/HK_迈威生物-B(02493).md
医疗保健,02506,讯飞医疗科技,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-116.95,-7.1,-18.4,0.06,50.5,55.1,59,-4,-11,stocks/医疗保健/HK_讯飞医疗科技(02506).md
医疗保健,02565,派格生物医药-B,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-12.05,-83.2,-113.9,6.90,,,25.1,-131.8,-120.5,stocks/医疗保健/HK_派格生物医药-B(02565).md
医疗保健,02575,轩竹生物-B,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-22.52,-21.1,-24.5,0.94,64.5,64.5,16.5,-24,-25,stocks/医疗保健/HK_轩竹生物-B(02575).md
医疗保健,02587,健康之路,定量淘汰,ROE/PE<1,未进入定性复核,31.48,22.1,22.1,0.70,30.5,30.5,59.8,15.1,-97.5,stocks/医疗保健/HK_健康之路(02587).md
医疗保健,02591,银诺医药-B,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-10.18,-36.9,-36.9,3.62,89,89,32.9,-79.4,-79.4,stocks/医疗保健/HK_银诺医药-B(02591).md
医疗保健,02595,劲方医药-B,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-7.24,2533.4,47,-349.92,64.2,80.8,17.4,-1078.3,-325.9,stocks/医疗保健/HK_劲方医药-B(02595).md
医疗保健,02607,上海医药,定量淘汰,最新ROE<15%,未进入定性复核,6.71,7.8,6.5,1.16,10.7,11.1,61.5,3.2,2.7,stocks/医疗保健/HK_上海医药(02607).md
医疗保健,02609,佰泽医疗,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-269.29,-1,-1.2,0.00,17,17,36.6,-0.7,-0.7,stocks/医疗保健/HK_佰泽医疗(02609).md
医疗保健,02617,药捷安康-B,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-13.77,-62.9,-42,4.57,,,23.7,-506.5,-121.9,stocks/医疗保健/HK_药捷安康-B(02617).md
医疗保健,02637,海西新药,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,71.68,16.6,28.8,0.23,83.4,83.3,13.7,20,27.1,stocks/医疗保健/HK_海西新药(02637).md
医疗保健,02652,长风药业,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,2348.94,0.2,2.3,0.00,75.8,80.9,17.3,0.2,1.9,stocks/医疗保健/HK_长风药业(02652).md
医疗保健,02656,健康160,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-43.32,-94.9,51.6,2.19,26.1,25.8,69.2,-24,-50.8,stocks/医疗保健/HK_健康160(02656).md
医疗保健,02659,宝济药业-B,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-13.21,-30.6,-30.6,2.32,89,89,28.2,-43.6,-43.6,stocks/医疗保健/HK_宝济药业-B(02659).md
医疗保健,02661,轻松健康,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-3.16,351.1,-0.9,-111.11,34.6,38.3,15.9,-135.2,2.9,stocks/医疗保健/HK_轻松健康(02661).md
医疗保健,02666,环球医疗,定量淘汰,最新ROE<15%,未进入定性复核,4.01,11.8,12.4,2.94,33.7,33.6,70.3,2.8,2.8,stocks/医疗保健/HK_环球医疗(02666).md
医疗保健,02675,精锋医疗-B,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-143.46,-7.2,-14.8,0.05,66,61.3,13.5,-7,-15.2,stocks/医疗保健/HK_精锋医疗-B(02675).md
医疗保健,02877,神威药业,定量淘汰,最新ROE<15%,未进入定性复核,6.5,12.2,12.2,1.88,72.3,75,25.2,25.4,25.4,stocks/医疗保健/HK_神威药业(02877).md
医疗保健,03320,华润医药,定量淘汰,最新ROE<15%,未进入定性复核,6.69,8.1,8.1,1.21,16.5,15.8,58.9,2,2,stocks/医疗保健/HK_华润医药(03320).md
医疗保健,03347,泰格医药,定量淘汰,最新ROE<15%,未进入定性复核,37.84,4.3,4.3,0.11,27.4,34,14.5,3.8,3.8,stocks/医疗保健/HK_泰格医药(03347).md
医疗保健,03613,同仁堂国药,定量淘汰,最新ROE<15%,未进入定性复核,14.1,9.6,12.6,0.68,61.2,66.1,6.3,16.7,22.4,stocks/医疗保健/HK_同仁堂国药(03613).md
医疗保健,03692,翰森制药,定量淘汰,ROE/PE<1,未进入定性复核,32.32,17.3,16.1,0.54,90,90,11.4,63.9,44.5,stocks/医疗保健/HK_翰森制药(03692).md
医疗保健,03696,英矽智能,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-9.89,332.5,38.5,-33.62,81.5,81.5,7.7,-614.3,-614.3,stocks/医疗保健/HK_英矽智能(03696).md
医疗保健,03759,康龙化成,定量淘汰,最新ROE<15%,未进入定性复核,22.84,11.6,13.7,0.51,34.5,34.5,41.9,7,8.3,stocks/医疗保健/HK_康龙化成(03759).md
医疗保健,03933,联邦制药,定量淘汰,最新ROE<15%,未进入定性复核,7.76,13.1,19.6,1.69,41.7,44.2,43.4,10.5,14.7,stocks/医疗保健/HK_联邦制药(03933).md
医疗保健,06078,海吉亚医疗,定量淘汰,最新ROE<15%,未进入定性复核,34.17,2.5,9.3,0.07,25.5,29.9,36.4,1.6,5.8,stocks/医疗保健/HK_海吉亚医疗(06078).md
医疗保健,06127,昭衍新药,定量淘汰,最新ROE<15%,未进入定性复核,33.54,3.6,3.6,0.11,17,25,14,3.8,3.8,stocks/医疗保健/HK_昭衍新药(06127).md
医疗保健,06160,百济神州,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,74.96,7.5,-18.8,0.10,87.5,84.5,46.7,8.3,-21.8,stocks/医疗保健/HK_百济神州(06160).md
医疗保健,06185,康希诺生物,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-5304.35,0.6,-7.4,-0.00,75.4,70.4,31,0.5,-6.1,stocks/医疗保健/HK_康希诺生物(06185).md
医疗保健,06618,京东健康,定量淘汰,最新ROE<15%,未进入定性复核,17.44,9.3,8,0.53,24.8,22.9,26.4,15.7,12.5,stocks/医疗保健/HK_京东健康(06618).md
医疗保健,06681,脑动极光-B,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-6.51,171.9,50.3,-26.41,40.7,44.2,87,-112.4,-103,stocks/医疗保健/HK_脑动极光-B(06681).md
医疗保健,06699,时代天使,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,62.01,5.8,2.6,0.09,62.9,62.6,34,8,3.8,stocks/医疗保健/HK_时代天使(06699).md
医疗保健,06821,凯莱英,定量淘汰,最新ROE<15%,未进入定性复核,34.95,6.6,6.6,0.19,41.6,41.6,13,8.3,8.3,stocks/医疗保健/HK_凯莱英(06821).md
医疗保健,06826,昊海生物科技,定量淘汰,最新ROE<15%,未进入定性复核,14.38,4.6,7.5,0.32,70,70,16.6,6.1,10.3,stocks/医疗保健/HK_昊海生物科技(06826).md
医疗保健,06855,亚盛医药-B,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-10.15,-156.5,-249.8,15.42,91.5,91.5,66.3,-87.8,-67.7,stocks/医疗保健/HK_亚盛医药-B(06855).md
医疗保健,06955,博安生物,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,389.48,0.3,0.3,0.00,71.7,71.7,33.6,0.3,0.3,stocks/医疗保健/HK_博安生物(06955).md
医疗保健,06990,科伦博泰生物-B,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-291.64,-9.3,-9.3,0.03,71.9,65.9,18.7,-13.5,-13.5,stocks/医疗保健/HK_科伦博泰生物-B(06990).md
